,0,1,2,3,4,5,6,7,8,9,10
1924,1099.0,0.0,750.0,750.0,790.0,25.0,0.0,2.0,2.0,2.0,95.5
1925,1476.0,43.0,59.0,105.0,128.0,34.0,3.0,4.0,8.0,1.0,75.5
1926,2438.0,0.0,9.0,26.0,41.0,40.0,0.0,1.0,2.0,2.0,65.5
1927,658.0,30.0,71.0,101.0,378.0,32.0,2.0,5.0,7.0,1.0,75.5
1928,699.0,0.0,275.0,327.0,433.0,33.0,0.0,3.0,7.0,2.0,75.5
1929,608.0,13.0,13.0,67.0,151.0,40.0,1.0,1.0,4.0,1.0,25.5
1930,754.0,32.0,41.0,51.0,138.0,30.0,2.0,3.0,4.0,1.0,75.5
1931,1189.0,130.0,143.0,156.0,218.0,27.0,1.0,2.0,3.0,1.0,55.5
1932,1690.0,26.0,55.0,86.0,152.0,35.0,2.0,4.0,5.0,1.0,45.5
1933,600.0,0.0,16.0,47.0,113.0,37.0,0.0,1.0,2.0,2.0,55.5
1934,1018.0,0.0,72.0,82.0,343.0,44.0,0.0,5.0,6.0,2.0,85.5
1935,640.0,26.0,39.0,69.0,183.0,39.0,2.0,3.0,5.0,1.0,65.5
1936,865.0,30.0,55.0,272.0,373.0,45.0,2.0,4.0,6.0,1.0,55.5
1937,718.0,0.0,13.0,57.0,224.0,48.0,0.0,1.0,3.0,2.0,55.5
1938,477.0,13.0,23.0,23.0,82.0,30.0,1.0,2.0,2.0,1.0,45.5
1939,2327.0,0.0,0.0,2000.0,2061.0,25.0,0.0,0.0,2.0,3.0,21.0
1940,1744.0,15.0,60.0,90.0,498.0,41.0,1.0,4.0,6.0,1.0,75.5
1941,821.0,28.0,62.0,119.0,178.0,42.0,2.0,4.0,7.0,1.0,45.5
1942,3716.0,667.0,667.0,1687.0,1709.0,30.0,2.0,2.0,5.0,1.0,75.5
1943,705.0,17.0,39.0,62.0,161.0,47.0,1.0,3.0,5.0,1.0,65.5
1944,1548.0,30.0,30.0,66.0,355.0,36.0,2.0,2.0,5.0,1.0,85.5
1945,643.0,15.0,15.0,46.0,93.0,21.0,1.0,1.0,2.0,1.0,45.5
1946,545.0,13.0,13.0,57.0,101.0,36.0,1.0,1.0,3.0,1.0,65.5
1947,843.0,30.0,47.0,60.0,138.0,33.0,2.0,3.0,4.0,1.0,65.5
1948,1398.0,15.0,24.0,71.0,205.0,35.0,1.0,2.0,5.0,1.0,75.5
1949,447.0,15.0,41.0,54.0,135.0,32.0,1.0,3.0,4.0,1.0,25.5
1950,1417.0,43.0,52.0,96.0,196.0,35.0,3.0,4.0,6.0,1.0,45.5
1951,1151.0,413.0,676.0,676.0,801.0,34.0,2.0,4.0,4.0,1.0,55.5
1952,412.0,15.0,15.0,72.0,97.0,28.0,1.0,1.0,4.0,1.0,75.5
1953,534.0,45.0,58.0,105.0,105.0,30.0,3.0,4.0,7.0,1.0,65.5
1954,592.0,54.0,54.0,67.0,198.0,41.0,3.0,3.0,4.0,1.0,85.5
1955,483.0,0.0,0.0,44.0,61.0,32.0,0.0,0.0,2.0,3.0,25.5
1956,485.0,0.0,0.0,44.0,106.0,32.0,0.0,0.0,2.0,3.0,95.5
1957,1809.0,15.0,358.0,401.0,446.0,27.0,1.0,3.0,6.0,1.0,35.5
1958,487.0,0.0,0.0,10.0,273.0,22.0,0.0,0.0,1.0,3.0,100.0
1959,859.0,13.0,37.0,81.0,393.0,43.0,1.0,3.0,5.0,1.0,21.0
1960,516.0,13.0,54.0,71.0,172.0,35.0,1.0,4.0,5.0,1.0,85.5
1961,1995.0,201.0,531.0,606.0,662.0,40.0,3.0,4.0,7.0,1.0,35.5
1962,1096.0,0.0,19.0,19.0,71.0,28.0,0.0,2.0,2.0,2.0,100.0
1963,1331.0,724.0,737.0,798.0,836.0,42.0,4.0,5.0,8.0,1.0,25.5
1964,1124.0,413.0,445.0,476.0,521.0,32.0,2.0,4.0,5.0,1.0,95.5
1965,474.0,30.0,46.0,46.0,117.0,31.0,2.0,3.0,3.0,1.0,21.0
1966,1397.0,0.0,0.0,36.0,78.0,33.0,0.0,0.0,3.0,3.0,95.5
1967,2471.0,15.0,50.0,1094.0,1223.0,35.0,1.0,4.0,7.0,1.0,25.5
1968,1064.0,48.0,97.0,159.0,212.0,35.0,1.0,4.0,6.0,1.0,95.5
1969,3093.0,155.0,168.0,1204.0,1285.0,43.0,2.0,3.0,7.0,1.0,21.0
1970,598.0,0.0,37.0,73.0,169.0,45.0,0.0,3.0,6.0,2.0,100.0
1971,1434.0,39.0,39.0,39.0,102.0,38.0,2.0,2.0,2.0,1.0,21.0
1972,757.0,0.0,10.0,51.0,66.0,37.0,0.0,1.0,3.0,2.0,95.5
1973,542.0,15.0,63.0,94.0,147.0,36.0,1.0,4.0,5.0,1.0,25.5
1974,694.0,26.0,26.0,77.0,196.0,46.0,2.0,2.0,5.0,1.0,85.5
1975,1741.0,413.0,439.0,449.0,516.0,32.0,2.0,4.0,5.0,1.0,21.0
1976,512.0,170.0,196.0,240.0,263.0,27.0,3.0,5.0,7.0,1.0,85.5
1977,1653.0,39.0,52.0,91.0,133.0,37.0,2.0,3.0,6.0,1.0,21.0
1978,861.0,48.0,48.0,109.0,185.0,41.0,1.0,1.0,4.0,1.0,85.5
1979,546.0,0.0,13.0,30.0,150.0,38.0,0.0,1.0,2.0,2.0,25.5
1980,1140.0,26.0,49.0,121.0,221.0,54.0,1.0,3.0,6.0,1.0,45.5
1981,887.0,48.0,48.0,71.0,197.0,47.0,1.0,1.0,3.0,1.0,75.5
1982,431.0,26.0,26.0,39.0,117.0,31.0,2.0,2.0,3.0,1.0,55.5
1983,1057.0,0.0,516.0,547.0,665.0,40.0,0.0,2.0,3.0,2.0,45.5
1984,1551.0,17.0,32.0,42.0,177.0,45.0,1.0,2.0,3.0,1.0,75.5
1985,723.0,13.0,13.0,57.0,131.0,32.0,1.0,1.0,3.0,1.0,75.5
1986,1706.0,13.0,29.0,29.0,112.0,35.0,1.0,2.0,2.0,1.0,21.0
1987,704.0,48.0,86.0,178.0,265.0,42.0,1.0,4.0,8.0,1.0,75.5
1988,515.0,61.0,86.0,120.0,158.0,34.0,2.0,4.0,6.0,1.0,55.5
1989,806.0,166.0,205.0,235.0,325.0,45.0,2.0,5.0,7.0,1.0,75.5
1990,1216.0,13.0,41.0,41.0,149.0,43.0,1.0,4.0,4.0,1.0,65.5
1991,376.0,0.0,9.0,9.0,37.0,25.0,0.0,1.0,1.0,2.0,85.5
1992,336.0,13.0,13.0,13.0,79.0,23.0,1.0,1.0,1.0,1.0,45.5
1993,292.0,0.0,22.0,35.0,72.0,21.0,0.0,2.0,3.0,2.0,45.5
1994,1478.0,13.0,39.0,39.0,97.0,41.0,1.0,3.0,3.0,1.0,65.5
1995,698.0,0.0,0.0,71.0,188.0,45.0,0.0,0.0,4.0,3.0,65.5
1996,2775.0,0.0,16.0,26.0,395.0,50.0,0.0,1.0,2.0,2.0,35.5
1997,875.0,153.0,168.0,198.0,242.0,35.0,2.0,3.0,5.0,1.0,75.5
1998,673.0,39.0,55.0,86.0,141.0,33.0,3.0,4.0,5.0,1.0,45.5
1999,1987.0,140.0,506.0,526.0,670.0,47.0,1.0,5.0,7.0,1.0,65.5
2000,364.0,0.0,0.0,54.0,112.0,24.0,0.0,0.0,3.0,3.0,45.5
2001,667.0,69.0,69.0,110.0,211.0,43.0,5.0,5.0,7.0,1.0,85.5
2002,543.0,13.0,41.0,41.0,135.0,39.0,1.0,3.0,3.0,1.0,65.5
2003,1613.0,0.0,58.0,58.0,291.0,47.0,0.0,4.0,4.0,2.0,45.5
2004,356.0,15.0,15.0,32.0,115.0,25.0,1.0,1.0,2.0,1.0,65.5
2005,317.0,63.0,108.0,131.0,172.0,20.0,2.0,5.0,7.0,1.0,45.5
2006,619.0,0.0,41.0,54.0,171.0,43.0,0.0,4.0,5.0,2.0,25.5
2007,661.0,41.0,50.0,63.0,265.0,44.0,2.0,3.0,4.0,1.0,55.5
2008,1357.0,0.0,10.0,20.0,168.0,33.0,0.0,1.0,2.0,2.0,75.5
2009,1590.0,0.0,38.0,1095.0,1185.0,40.0,0.0,3.0,8.0,2.0,65.5
2010,770.0,0.0,9.0,9.0,18.0,30.0,0.0,1.0,1.0,2.0,55.5
2011,414.0,0.0,0.0,56.0,84.0,29.0,0.0,0.0,4.0,3.0,95.5
2012,540.0,43.0,66.0,79.0,188.0,35.0,3.0,5.0,6.0,1.0,45.5
2013,1719.0,0.0,516.0,529.0,798.0,27.0,0.0,2.0,3.0,2.0,65.5
2014,526.0,13.0,43.0,43.0,286.0,26.0,1.0,3.0,3.0,1.0,45.5
2015,700.0,13.0,43.0,113.0,231.0,45.0,1.0,3.0,7.0,1.0,75.5
2016,415.0,47.0,47.0,86.0,128.0,26.0,3.0,3.0,6.0,1.0,21.0
2017,688.0,60.0,102.0,133.0,176.0,44.0,4.0,7.0,8.0,1.0,75.5
2018,665.0,48.0,58.0,128.0,186.0,46.0,1.0,2.0,6.0,1.0,45.5
2019,600.0,32.0,32.0,141.0,217.0,38.0,2.0,2.0,7.0,1.0,75.5
2020,666.0,28.0,278.0,288.0,415.0,32.0,2.0,3.0,4.0,1.0,65.5
2021,467.0,13.0,13.0,44.0,89.0,29.0,1.0,1.0,2.0,1.0,85.5
2022,525.0,15.0,41.0,133.0,184.0,34.0,1.0,3.0,7.0,1.0,45.5
2023,440.0,15.0,28.0,28.0,124.0,30.0,1.0,2.0,2.0,1.0,45.5
2024,539.0,13.0,35.0,58.0,146.0,38.0,1.0,3.0,5.0,1.0,45.5
2025,1347.0,45.0,61.0,105.0,195.0,32.0,3.0,4.0,6.0,1.0,65.5
2026,1808.0,74.0,106.0,116.0,537.0,38.0,2.0,4.0,5.0,1.0,25.5
2027,472.0,28.0,28.0,58.0,88.0,32.0,2.0,2.0,4.0,1.0,65.5
2028,414.0,0.0,0.0,13.0,62.0,29.0,0.0,0.0,1.0,3.0,65.5
2029,503.0,0.0,29.0,86.0,126.0,36.0,0.0,2.0,5.0,2.0,45.5
2030,574.0,0.0,16.0,81.0,141.0,38.0,0.0,1.0,4.0,2.0,45.5
2031,731.0,43.0,43.0,43.0,108.0,28.0,2.0,2.0,2.0,1.0,85.5
2032,715.0,0.0,9.0,50.0,203.0,46.0,0.0,1.0,3.0,2.0,45.5
2033,797.0,0.0,13.0,30.0,147.0,52.0,0.0,1.0,2.0,2.0,45.5
2034,1081.0,28.0,41.0,133.0,248.0,46.0,2.0,3.0,7.0,1.0,65.5
2035,601.0,87.0,100.0,162.0,199.0,39.0,4.0,5.0,7.0,1.0,75.5
2036,1420.0,0.0,28.0,121.0,159.0,31.0,0.0,2.0,5.0,2.0,35.5
2037,515.0,26.0,48.0,58.0,122.0,33.0,1.0,3.0,4.0,1.0,65.5
2038,886.0,13.0,22.0,270.0,498.0,34.0,1.0,2.0,5.0,1.0,55.5
2039,586.0,13.0,39.0,70.0,186.0,38.0,1.0,3.0,4.0,1.0,45.5
2040,1650.0,663.0,679.0,702.0,1105.0,51.0,2.0,3.0,5.0,1.0,45.5
2041,474.0,0.0,0.0,75.0,157.0,33.0,0.0,0.0,3.0,3.0,100.0
2042,1044.0,463.0,480.0,490.0,593.0,44.0,3.0,4.0,5.0,1.0,55.5
2043,530.0,0.0,9.0,40.0,118.0,35.0,0.0,1.0,2.0,2.0,65.5
2044,618.0,13.0,22.0,42.0,243.0,32.0,1.0,2.0,4.0,1.0,45.5
2045,557.0,13.0,13.0,23.0,124.0,37.0,1.0,1.0,2.0,1.0,75.5
2046,1084.0,26.0,42.0,42.0,491.0,37.0,2.0,3.0,3.0,1.0,35.5
2047,1146.0,61.0,77.0,77.0,160.0,28.0,2.0,3.0,3.0,1.0,65.5
2048,482.0,13.0,22.0,56.0,109.0,34.0,1.0,2.0,4.0,1.0,45.5
2049,385.0,13.0,39.0,39.0,116.0,27.0,1.0,3.0,3.0,1.0,65.5
2050,557.0,26.0,39.0,93.0,193.0,38.0,1.0,2.0,6.0,1.0,65.5
2051,1276.0,0.0,16.0,26.0,99.0,27.0,0.0,1.0,2.0,2.0,85.5
2052,1102.0,650.0,650.0,676.0,728.0,33.0,1.0,1.0,3.0,1.0,55.5
2053,2058.0,65.0,103.0,116.0,169.0,40.0,2.0,5.0,6.0,1.0,65.5
2054,1958.0,48.0,346.0,373.0,453.0,35.0,1.0,5.0,7.0,1.0,55.5
2055,361.0,13.0,13.0,44.0,146.0,23.0,1.0,1.0,2.0,1.0,21.0
2056,784.0,188.0,188.0,219.0,373.0,34.0,2.0,2.0,3.0,1.0,95.5
2057,680.0,0.0,16.0,57.0,171.0,46.0,0.0,1.0,3.0,2.0,35.5
2058,1842.0,172.0,232.0,232.0,289.0,34.0,3.0,7.0,7.0,1.0,95.5
2059,569.0,0.0,9.0,9.0,72.0,39.0,0.0,1.0,1.0,2.0,21.0
2060,1069.0,0.0,288.0,342.0,521.0,57.0,0.0,4.0,7.0,2.0,85.5
2061,1119.0,60.0,127.0,158.0,261.0,55.0,4.0,9.0,10.0,1.0,21.0
2062,1901.0,0.0,31.0,254.0,817.0,41.0,0.0,3.0,6.0,2.0,95.5
2063,311.0,0.0,13.0,33.0,110.0,23.0,0.0,1.0,3.0,2.0,21.0
2064,498.0,0.0,0.0,20.0,35.0,33.0,0.0,0.0,2.0,3.0,85.5
2065,1650.0,61.0,90.0,347.0,406.0,36.0,2.0,4.0,8.0,1.0,21.0
2066,498.0,15.0,15.0,38.0,146.0,36.0,1.0,1.0,3.0,1.0,100.0
2067,817.0,96.0,128.0,128.0,228.0,38.0,2.0,4.0,4.0,1.0,35.5
2068,564.0,26.0,39.0,70.0,152.0,36.0,1.0,2.0,3.0,1.0,85.5
2069,737.0,26.0,42.0,265.0,339.0,38.0,2.0,3.0,6.0,1.0,35.5
2070,1087.0,39.0,73.0,86.0,485.0,51.0,2.0,5.0,6.0,1.0,85.5
2071,760.0,26.0,26.0,52.0,181.0,49.0,1.0,1.0,3.0,1.0,21.0
2072,1217.0,0.0,13.0,36.0,123.0,40.0,0.0,1.0,3.0,2.0,100.0
2073,1087.0,0.0,509.0,509.0,743.0,31.0,0.0,2.0,2.0,2.0,35.5
2074,1433.0,0.0,10.0,1010.0,1060.0,31.0,0.0,1.0,2.0,2.0,85.5
2075,573.0,26.0,43.0,60.0,122.0,36.0,2.0,3.0,4.0,1.0,35.5
2076,1659.0,13.0,13.0,23.0,95.0,33.0,1.0,1.0,2.0,1.0,85.5
2077,731.0,54.0,67.0,103.0,441.0,39.0,3.0,4.0,7.0,1.0,21.0
2078,616.0,13.0,13.0,26.0,118.0,30.0,1.0,1.0,2.0,1.0,95.5
2079,623.0,28.0,37.0,50.0,157.0,44.0,2.0,3.0,4.0,1.0,25.5
2080,782.0,26.0,58.0,58.0,71.0,28.0,1.0,3.0,3.0,1.0,100.0
2081,689.0,140.0,140.0,140.0,267.0,37.0,1.0,1.0,1.0,1.0,25.5
2082,1090.0,0.0,16.0,73.0,73.0,28.0,0.0,1.0,4.0,2.0,55.5
2083,440.0,15.0,28.0,38.0,111.0,30.0,1.0,2.0,3.0,1.0,55.5
2084,1906.0,0.0,10.0,33.0,120.0,36.0,0.0,1.0,3.0,2.0,75.5
2085,447.0,28.0,61.0,61.0,127.0,30.0,2.0,4.0,4.0,1.0,45.5
2086,566.0,15.0,31.0,231.0,296.0,27.0,1.0,2.0,3.0,1.0,95.5
2087,1679.0,0.0,16.0,1047.0,1412.0,28.0,0.0,1.0,3.0,2.0,55.5
2088,402.0,28.0,52.0,89.0,154.0,28.0,2.0,4.0,7.0,1.0,45.5
2089,393.0,15.0,15.0,32.0,114.0,28.0,1.0,1.0,2.0,1.0,55.5
2090,1359.0,0.0,0.0,1023.0,1110.0,26.0,0.0,0.0,3.0,3.0,45.5
2091,1017.0,426.0,439.0,439.0,656.0,32.0,2.0,3.0,3.0,1.0,21.0
2092,1207.0,698.0,714.0,737.0,823.0,35.0,2.0,3.0,5.0,1.0,65.5
2093,557.0,0.0,47.0,121.0,162.0,36.0,0.0,3.0,7.0,2.0,45.5
2094,1313.0,0.0,0.0,1000.0,1091.0,24.0,0.0,0.0,1.0,3.0,55.5
2095,1306.0,0.0,19.0,63.0,123.0,30.0,0.0,2.0,4.0,2.0,75.5
2096,1976.0,39.0,52.0,62.0,147.0,36.0,2.0,3.0,4.0,1.0,85.5
2097,789.0,13.0,59.0,120.0,354.0,38.0,1.0,4.0,7.0,1.0,45.5
2098,758.0,61.0,61.0,61.0,135.0,26.0,2.0,2.0,2.0,1.0,55.5
2099,853.0,13.0,30.0,43.0,465.0,40.0,1.0,2.0,3.0,1.0,45.5
2100,499.0,17.0,17.0,44.0,260.0,23.0,1.0,1.0,3.0,1.0,75.5
2101,1340.0,28.0,28.0,59.0,318.0,29.0,2.0,2.0,3.0,1.0,21.0
2102,1153.0,41.0,56.0,82.0,123.0,46.0,3.0,4.0,6.0,1.0,45.5
2103,802.0,13.0,13.0,39.0,467.0,35.0,1.0,1.0,3.0,1.0,65.5
2104,883.0,17.0,30.0,74.0,378.0,52.0,1.0,2.0,4.0,1.0,45.5
2105,658.0,26.0,54.0,85.0,303.0,33.0,2.0,4.0,5.0,1.0,75.5
2106,916.0,30.0,46.0,90.0,174.0,39.0,2.0,3.0,5.0,1.0,85.5
2107,1492.0,54.0,79.0,105.0,235.0,47.0,3.0,5.0,7.0,1.0,75.5
2108,1236.0,13.0,29.0,42.0,136.0,24.0,1.0,2.0,3.0,1.0,45.5
2109,2353.0,13.0,29.0,46.0,144.0,47.0,1.0,2.0,3.0,1.0,55.5
2110,341.0,15.0,28.0,28.0,88.0,23.0,1.0,2.0,2.0,1.0,65.5
2111,637.0,63.0,79.0,79.0,142.0,40.0,2.0,3.0,3.0,1.0,21.0
2112,637.0,26.0,35.0,48.0,109.0,23.0,2.0,3.0,4.0,1.0,75.5
2113,752.0,26.0,59.0,103.0,225.0,48.0,1.0,3.0,5.0,1.0,55.5
2114,716.0,15.0,31.0,44.0,436.0,31.0,1.0,2.0,3.0,1.0,75.5
2115,716.0,48.0,70.0,70.0,398.0,27.0,1.0,3.0,3.0,1.0,65.5
2116,1639.0,15.0,31.0,1062.0,1076.0,30.0,1.0,2.0,4.0,1.0,85.5
2117,1463.0,13.0,53.0,79.0,183.0,25.0,1.0,4.0,6.0,1.0,75.5
2118,806.0,13.0,28.0,90.0,368.0,40.0,1.0,2.0,4.0,1.0,75.5
2119,602.0,56.0,118.0,185.0,314.0,42.0,4.0,8.0,12.0,1.0,65.5
2120,1711.0,0.0,0.0,13.0,78.0,36.0,0.0,0.0,1.0,3.0,45.5
2121,2295.0,26.0,39.0,239.0,650.0,45.0,1.0,2.0,3.0,1.0,21.0
2122,547.0,32.0,32.0,76.0,151.0,36.0,2.0,2.0,4.0,1.0,55.5
2123,1095.0,0.0,13.0,67.0,110.0,34.0,0.0,1.0,4.0,2.0,75.5
2124,955.0,13.0,359.0,385.0,432.0,30.0,1.0,3.0,5.0,1.0,55.5
2125,715.0,0.0,30.0,123.0,395.0,32.0,0.0,2.0,5.0,2.0,65.5
2126,1950.0,43.0,88.0,1088.0,1150.0,32.0,3.0,6.0,7.0,1.0,85.5
2127,629.0,30.0,59.0,76.0,156.0,42.0,2.0,4.0,5.0,1.0,55.5
2128,513.0,140.0,169.0,169.0,267.0,26.0,1.0,3.0,3.0,1.0,45.5
2129,569.0,17.0,65.0,113.0,176.0,36.0,1.0,4.0,6.0,1.0,55.5
2130,791.0,15.0,28.0,28.0,73.0,41.0,1.0,2.0,2.0,1.0,45.5
2131,1517.0,155.0,155.0,212.0,272.0,34.0,2.0,2.0,5.0,1.0,21.0
2132,338.0,0.0,16.0,33.0,76.0,23.0,0.0,1.0,2.0,2.0,45.5
2133,399.0,17.0,42.0,68.0,124.0,29.0,1.0,3.0,5.0,1.0,55.5
2134,379.0,32.0,45.0,55.0,90.0,27.0,2.0,3.0,4.0,1.0,45.5
2135,492.0,15.0,32.0,63.0,208.0,33.0,1.0,2.0,3.0,1.0,55.5
2136,1056.0,153.0,178.0,191.0,262.0,46.0,2.0,4.0,5.0,1.0,100.0
2137,788.0,293.0,293.0,306.0,344.0,36.0,3.0,3.0,4.0,1.0,65.5
2138,615.0,15.0,44.0,44.0,130.0,44.0,1.0,3.0,3.0,1.0,65.5
2139,588.0,0.0,58.0,98.0,147.0,39.0,0.0,4.0,7.0,2.0,55.5
2140,654.0,63.0,63.0,107.0,188.0,41.0,2.0,2.0,4.0,1.0,45.5
2141,1755.0,0.0,0.0,13.0,140.0,37.0,0.0,0.0,1.0,3.0,25.5
2142,1343.0,15.0,52.0,96.0,206.0,31.0,1.0,4.0,6.0,1.0,75.5
2143,464.0,15.0,31.0,31.0,134.0,33.0,1.0,2.0,2.0,1.0,65.5
2144,821.0,45.0,61.0,87.0,129.0,35.0,3.0,4.0,6.0,1.0,45.5
2145,564.0,48.0,65.0,78.0,250.0,35.0,1.0,2.0,3.0,1.0,45.5
2146,3702.0,702.0,1232.0,1232.0,1270.0,30.0,3.0,6.0,6.0,1.0,100.0
2147,387.0,0.0,0.0,58.0,113.0,27.0,0.0,0.0,3.0,3.0,45.5
2148,1186.0,48.0,73.0,86.0,168.0,37.0,1.0,3.0,4.0,1.0,55.5
2149,561.0,26.0,26.0,57.0,175.0,37.0,2.0,2.0,3.0,1.0,65.5
2150,1156.0,426.0,454.0,485.0,511.0,51.0,3.0,6.0,7.0,1.0,45.5
2151,421.0,0.0,13.0,44.0,140.0,27.0,0.0,1.0,2.0,2.0,25.5
2152,630.0,26.0,65.0,109.0,196.0,44.0,2.0,5.0,7.0,1.0,55.5
2153,2260.0,28.0,61.0,84.0,165.0,35.0,2.0,4.0,6.0,1.0,65.5
2154,620.0,54.0,54.0,67.0,157.0,39.0,3.0,3.0,4.0,1.0,45.5
2155,1438.0,13.0,13.0,1013.0,1032.0,31.0,1.0,1.0,2.0,1.0,75.5
2156,518.0,15.0,62.0,62.0,199.0,38.0,1.0,6.0,6.0,1.0,85.5
2157,583.0,56.0,82.0,113.0,173.0,36.0,4.0,6.0,7.0,1.0,25.5
2158,2110.0,400.0,400.0,441.0,809.0,33.0,1.0,1.0,3.0,1.0,95.5
2159,1333.0,0.0,10.0,10.0,84.0,32.0,0.0,1.0,1.0,2.0,35.5
2160,827.0,13.0,523.0,523.0,546.0,24.0,1.0,3.0,3.0,1.0,95.5
2161,452.0,13.0,38.0,38.0,111.0,33.0,1.0,3.0,3.0,1.0,21.0
2162,2586.0,0.0,34.0,75.0,115.0,34.0,0.0,3.0,5.0,2.0,95.5
2163,625.0,0.0,29.0,39.0,125.0,39.0,0.0,2.0,3.0,2.0,25.5
2164,473.0,28.0,64.0,77.0,128.0,31.0,2.0,5.0,6.0,1.0,85.5
2165,485.0,48.0,48.0,79.0,156.0,29.0,1.0,1.0,2.0,1.0,35.5
2166,1628.0,0.0,16.0,33.0,222.0,24.0,0.0,1.0,2.0,2.0,95.5
2167,763.0,0.0,16.0,29.0,325.0,41.0,0.0,1.0,2.0,2.0,25.5
2168,758.0,56.0,84.0,146.0,289.0,49.0,3.0,6.0,8.0,1.0,85.5
2169,1814.0,26.0,39.0,83.0,137.0,40.0,1.0,2.0,4.0,1.0,35.5
2170,1484.0,803.0,840.0,897.0,979.0,49.0,3.0,6.0,9.0,1.0,100.0
2171,381.0,0.0,16.0,26.0,91.0,25.0,0.0,1.0,2.0,2.0,25.5
2172,468.0,26.0,54.0,67.0,97.0,34.0,1.0,4.0,5.0,1.0,100.0
2173,485.0,15.0,15.0,28.0,96.0,32.0,1.0,1.0,2.0,1.0,35.5
2174,1760.0,0.0,16.0,95.0,165.0,43.0,0.0,1.0,4.0,2.0,95.5
2175,2024.0,0.0,330.0,369.0,430.0,33.0,0.0,1.0,4.0,2.0,21.0
2176,535.0,28.0,28.0,58.0,134.0,36.0,2.0,2.0,4.0,1.0,100.0
2177,642.0,15.0,44.0,44.0,149.0,30.0,1.0,3.0,3.0,1.0,21.0
2178,535.0,0.0,9.0,40.0,154.0,38.0,0.0,1.0,2.0,2.0,95.5
2179,404.0,0.0,9.0,26.0,87.0,28.0,0.0,1.0,2.0,2.0,21.0
2180,543.0,34.0,57.0,101.0,151.0,35.0,2.0,4.0,6.0,1.0,100.0
2181,1684.0,0.0,32.0,1042.0,1186.0,46.0,0.0,3.0,5.0,2.0,21.0
2182,906.0,0.0,25.0,51.0,416.0,28.0,0.0,2.0,4.0,2.0,55.5
2183,1841.0,74.0,103.0,133.0,246.0,40.0,3.0,5.0,7.0,1.0,55.5
2184,490.0,76.0,95.0,157.0,197.0,29.0,3.0,5.0,7.0,1.0,45.5
2185,1489.0,0.0,16.0,1029.0,1090.0,21.0,0.0,1.0,3.0,2.0,45.5
2186,452.0,0.0,15.0,41.0,124.0,32.0,0.0,1.0,3.0,2.0,100.0
2187,1516.0,61.0,311.0,372.0,534.0,44.0,2.0,3.0,6.0,1.0,75.5
2188,1507.0,0.0,516.0,564.0,650.0,45.0,0.0,2.0,4.0,2.0,65.5
2189,496.0,15.0,32.0,125.0,147.0,32.0,1.0,2.0,5.0,1.0,45.5
2190,943.0,15.0,15.0,28.0,59.0,37.0,1.0,1.0,2.0,1.0,65.5
2191,1618.0,15.0,28.0,1028.0,1068.0,29.0,1.0,2.0,3.0,1.0,35.5
2192,561.0,0.0,0.0,10.0,100.0,39.0,0.0,0.0,1.0,3.0,55.5
2193,541.0,13.0,55.0,85.0,203.0,37.0,1.0,4.0,6.0,1.0,65.5
2194,706.0,0.0,25.0,77.0,128.0,44.0,0.0,2.0,6.0,2.0,75.5
2195,618.0,32.0,32.0,55.0,315.0,31.0,2.0,2.0,4.0,1.0,65.5
2196,339.0,0.0,28.0,28.0,82.0,25.0,0.0,3.0,3.0,2.0,95.5
2197,910.0,13.0,361.0,374.0,514.0,40.0,1.0,4.0,5.0,1.0,75.5
2198,3036.0,34.0,874.0,874.0,961.0,46.0,2.0,5.0,5.0,1.0,45.5
2199,2260.0,41.0,63.0,125.0,213.0,47.0,2.0,4.0,6.0,1.0,45.5
2200,317.0,17.0,17.0,48.0,80.0,22.0,1.0,1.0,2.0,1.0,75.5
2201,833.0,30.0,280.0,293.0,385.0,39.0,2.0,3.0,4.0,1.0,35.5
2202,445.0,0.0,24.0,41.0,137.0,31.0,0.0,2.0,3.0,2.0,45.5
2203,1718.0,800.0,1059.0,1113.0,1220.0,49.0,2.0,4.0,7.0,1.0,75.5
2204,575.0,39.0,65.0,109.0,168.0,40.0,2.0,4.0,6.0,1.0,45.5
2205,713.0,140.0,140.0,157.0,230.0,39.0,1.0,1.0,2.0,1.0,45.5
2206,1073.0,15.0,53.0,83.0,453.0,53.0,1.0,4.0,6.0,1.0,85.5
2207,564.0,56.0,95.0,121.0,201.0,39.0,4.0,7.0,9.0,1.0,45.5
2208,998.0,0.0,16.0,87.0,291.0,35.0,0.0,1.0,5.0,2.0,65.5
2209,483.0,48.0,77.0,90.0,158.0,30.0,1.0,3.0,4.0,1.0,65.5
2210,1681.0,26.0,356.0,431.0,516.0,33.0,2.0,3.0,6.0,1.0,75.5
2211,2394.0,56.0,115.0,190.0,302.0,41.0,4.0,8.0,11.0,1.0,35.5
2212,1349.0,43.0,72.0,162.0,222.0,43.0,2.0,4.0,10.0,1.0,65.5
2213,587.0,30.0,39.0,49.0,116.0,37.0,2.0,3.0,4.0,1.0,75.5
2214,1220.0,140.0,697.0,714.0,816.0,40.0,1.0,6.0,7.0,1.0,65.5
2215,474.0,30.0,46.0,69.0,183.0,33.0,2.0,3.0,5.0,1.0,45.5
2216,1319.0,0.0,30.0,56.0,86.0,31.0,0.0,2.0,4.0,2.0,100.0
2217,830.0,13.0,54.0,80.0,490.0,40.0,1.0,4.0,6.0,1.0,55.5
